reference,LAPTOP_MODEL,description,PRICE,created_at,city,spec_Carte graphique,LAPTOP_CONDITION,LAPTOP_BRAND,CPU,RAM_SIZE,spec_Reférence carte graphique dédiée,spec_Reférence carte graphique integrée,STORAGE_SIZE,SCREEN_SIZE,STORAGE_TYPE,RAM_GB,SSD_GB,HDD_GB
A2567,IPAD MINI 6TH 64 GB WIFI ,"iPad mini 6 64Gb wifi 99000da 
iPad mini 6 64Gb wifi cellulaire 115000da
⚫PRODUITS ORIGINAL SCELLÉ
⚫ VENTE DANS UN MAGASIN AVEC GARANTIE
⚫ VENTE AVEC FACTURE ? ((POUR LES entreprises ))
⚫ LES FACTURES PROFORMA DISPONIBLE
⚫ LA LIVRAISON 58 WILAYA ?
⚫ BIENVENU À TOUS DANS LA BOUTIQUE iTech COM
⚫ ALGER KOUBA LA CROIX EN FACE CEM 7 ENFANCE BATIMENT ROUGE
⚫ MAPS ; ITECH COM KOUBA
⏩ Bienvenue sur INSTAGRAM? '' iTech Com ''
⏩Disponible à tout moment jusqua ? 20:00h avec livraison ? immédiate sur Alger et 58 Wilaya 24 Heures
⏩pour plus D'informations ☎️ contacte moi sur le numéro , merci",99000.0,2025-02-26T12:50:01.000Z,Kouba,,Neuf jamais utilisé,APPLE,,,,,64GO,15.6,,0,64,0
LAPTOP Lenovo X1 CARBON ,LAPTOP Lenovo X1 CARBON I5 10th 16 GB 512 GB SSD FHD 14,"Disponible Chez #Tretec_informatique ""Magasin de Service, Vente et Dépannage de matériel informatique"" - Bab Ezzouar -
—————————————————————————
- Fournir Avec Chargeur Original
- Livraison à domicile
- Garantie 02 mois + Service après vente
—————————————————————————

Produit : Ordinateur Portable
Marque : Lenovo
Modèle : ThinkPad X1 CARBON

Caractéristiques :

• Processeur: Intel® Core™ i5-10210U @ ""10th Generation"" 8M Cache, up to 4.20 GHz
• Memoire vive: 16 Go
• Disque Dur: 512 GB SSD
• Ecran: 14"" 1920 x 1080 Full HD
• Carte Graphique intégrée intel intel iris xe
• Clavier Lumineux
• Lecteur Empriente Digital
• Interfaces : 2 x USB 3.0 / 2 x Type-C / HDMI / SD CARD
• WIFI/ BLUETOOTH/ WEB CAM
• System d'exploitation: Windows Original


Prix: 85 000.00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------------------
•Contact : 0559425599
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",85000.0,2024-12-09T13:20:56.000Z,Bab ezzouar,Intégrée,Bon état,LENOVO,I5 10210U,16 GO,,INTEL UHD GRAPHICS,512GO,14.0,SSD,16,512,0
,Pc portable Thinkbook15 Lenovo,"Pc portable lenovo thinkbook 
État 9.8/10 
11th Gen /  
16GB ram 
Disc dur interne : ssd 512GB 
Disc dur externe : hdd 512GB 
Graphics intel(R) iris(R) Xe graphics 
État : occasion 
",120000.0,2024-09-08T11:41:24.000Z,El khroub,,Bon état,LENOVO,I7-1165G7-2.80GHz,16 GO,,,Interne : ccd 512GB/ externe hdd 512GBGO,15.6,2 disques SSD + HDD,16,256,512
,"LAPTOP HP ELITEBOOK X360 1030 G3 I7-8650U 8GB RAM 512GB SSD ECRAN 13.3"" FHD TACTILE 360","Bonjour Elite Computer. Nous nous spécialisons dans la vente de portables neufs et d'occasion de haute qualité pour répondre à tous vos besoins informatiques.  
LAPTOP HP ELITEBOOK X360 1030 G3 I7-8650U 8GB RAM 512GB SSD ECRAN 13.3"" FHD TACTILE 360
  Etat 10/10   
**Prix** : 78000da    
 Livraison à domicile disponible 58 wilaya Paiement à la Livraison",78000.0,2024-12-12T10:08:52.000Z,Bab ezzouar,Intégrée,Etat neuf,HP,I7-8650U,8 GO,,,512GO,13.0,SSD,8,512,0
,Pc Gamer Asus Rog Gtx 960,"📛💻Pc Gamer Asus Rog 
i5 6eme gène 
8G Ram
256ssd+1t hdd
double Gpu gtx960
batterie 3 h avec chrg org
#9AFLA F7 tayra  #matjinicg kaml (tmchi)
",62000.0,2024-11-12T17:27:49.000Z,Bouira,Dédiée,Bon état,ASUS ROG,i5 6eme,8 GO,Nvidia Gtx 960,intel hd 620,1256GO,15.6,2 disques SSD + HDD,8,256,1256
HP EliteBook Touchscreen,HP Pc laptop Touch,"HP EliteBooki 840 Touchscreen 
Ecran: 14"" TACTILE 
RAM: 8Go
Disque: SSD64Go+HDD500Go
CPU: Intel(R) Core(TM) i5-4200U CPU @ 1.90GHz - 2.40 GHz
Lecteur - Webcam- Bluetooth- Wifi/RJ45- 4xPortsUSB- PortDisplay/VGA.
Win11 Pro, Batterie en trés bon état, Clavier rétro-éclairé, Chargeur HP original.",43900.0,2024-11-20T05:35:33.000Z,Oran,Intégrée,Bon état,HP,Intel i5,8 GO,,,564GO,14.0,2 disques SSD + HDD,8,256,564
, Pc Lenovo,"جديد تماما بعض الخدوش على السطح فقط
التوصيل متوفر",30000.0,2024-08-22T16:30:47.000Z,Boumerdes,,Etat neuf,,,2 GO,,,,15.6,,2,0,0
960XGK,"Samsung 960XGK Ultra 5 125H 16GB 1500GB SSD 15,6'' Amoled 120Hz Tactile ","Samsung 960XGK 😱 15’6 Amoled 120Hz Tactile 👆
• Prix : 165000 DA 😍

• Processeur : intel core Ultra 5 125H @ 3.6 Ghz
• RAM : 16 GB
• DiskDur : 512 GB SSD + 1TB SSD
• System : Windows 11 64-Bit
• Écran: 15,6” ( 2880x1800 ) Amoled 120Hz Tactile
• Graphics : Intel ARC GRAPHICS
• Clavier : QWERTY ( LED - LUMINEUX )
.
*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***

Pour plus d'informations veuillez nous contacter
Livraisons 58 Wilayas et le paiement a la livraison main a main
Possibilité de Facturations
Horaires de Travail : du Samedi au Jeudi , de 09H A 18H30

Facebook & Instagram : Mido Camera
Google Maps GPS : Mido Camera

Le magasin Mido Camera met a votre disposition la fourniture de toutes Matériel & équipements audiovisuel & informatique en Algérie
Pour vous accompagner dans vos projets d'investissements, et quelque soit le cadre de financement ( ANGEM , CNAC, ANSEJ, Crédit bancaire,..) notre magasin met à votre dispositions une large gamme de matériel et d'équipements de Production avec pièces de rechange disponible et un service après vente de qualité.",165000.0,2024-08-26T12:05:48.000Z,Bab ezzouar,Intégrée,Etat neuf,SAMSUNG,intel core Ultra 5 125H @ 3.6 Ghz,16 GO,,Intel ARC GRAPHICS,1500GB SSDGO,15.0,SSD,16,1500,0
Hp omen 16,Hp omen 16 i7-14700Hx 32/1000 Nvidia RTX 4060 16pouce 2k 240Hz,"HP omen 16💻
🔸Processeur :  intel core i7-14700 HX
🔸 Mémoire : 32 GB DDR5
🔸 Disque dur : 1000 GB SSD
🔸 Carte graphique : NVIDIA RTX 4060 8GB
🔸 Écran :  16  POUCE 2k 240Hz
🔸 Système D’exploitation : WINDOWS
🔸 Etat : excellent etat

💰Prix : 269.000DA

📞: 
  

📍 Gps : Eternel store beb zouar 
Possibilité du facturation pour les entreprises.

®️ Garantie 3 Mois 
🚚 Livraison 58 Wilayas
💰Payement à la livraison",269000.0,2025-07-29T11:21:04.000Z,Bab ezzouar,Dédiée,Etat neuf,HP,Intel core i7-14700Hx,32 GO,Nvidia RTX 4060 (8GB),,1000GO,16.0,SSD,32,1000,0
UP5302Z S13,"ASUS ZENBOOK UP5302Z S13 FLIP OLED Intel Core i7-1260P à 4,70 GHz 16GB  512GB SSD 13.3 OLED",Ecran 13.3” WQXGA+ (2.8K) TACTILE 360° OLED ,178000.0,2024-07-14T16:45:21.000Z,Bab ezzouar,Intégrée,Neuf jamais utilisé,,"Intel®️ Core™️ i7-1260P 12-Cores 16-Threads  18 Mo de cache, jusqu’à 4,70 GHz",16 GO,,Graphiques Intel®️ Iris®️ Xe éligibles,512GO,13.0,SSD,16,512,0
Asus rog strix G15,Asus tog strix G15 ryzen9-6900HX 16/512 rtx 3060 6GB,"💻 ASUS ROG STRIX G15💻 
🔸Processeur :  AMD RYZEN 9-6900HX
🔸 Mémoire :16GB DDR5
🔸 Disque dur :512 GB SSD
🔸 Carte Graphique: NVIDIA RTX 3060 6GB
🔸 Écran :16  POUCE 2k 165HZ 
🔸 Système D’exploitation : WINDOWS
🔸 Etat : EXCELLENTE ÉTAT 

💰Prix :209.000DA

📞: 
  

📍 Gps : Eternel store beb zouar 
Possibilité du facturation pour les entreprises.

®️ Garantie trois Mois 
🚚 Livraison 58 Wilayas
💰Payement à la livraison",209000.0,2025-07-05T09:46:36.000Z,Bab ezzouar,Dédiée,Etat neuf,ASUS,Ryzen 9-6900HX,16 GO,Rtx 3060 6GB,,512GO,15.0,SSD,16,512,0
,Hp,Avec san chargeur d'origine . Tkhaso batereille ,25000.0,2025-02-08T17:30:12.000Z,Tipaza,Intégrée,Bon état,,Intel i3,,,,,15.0,HDD,0,0,0
LENOVO 15.6 82C7 AMD 3020e  4 GB 1 TB HDD  IRON GREY ,LENOVO 15.6 82C7 AMD 3020e  4 GB  1 TB HDD  IRON GREY ,"Brand Name 	Lenovo
Model Name 	82C7007YED
Screen Size 	15 Inches
Color 	Grey
Hard Disk Size 	1 TB
CPU Model 	AMD E Series
RAM Memory Installed 	4 GB
Operating System 	DOS
Special Features 	كاميرا ويب
Graphics Description 	Integrated",42900.0,2024-11-19T13:11:48.000Z,Oran,,Neuf jamais utilisé,LENOVO,,,,,,15.6,,0,0,0
,SURFACE LAPTOP 5 BLACK I7 1265U 32GO 1TO SSD NVME,"MICROSOFT
SURFACE LAPTOP 5
BLACK EDITION
2024
ECRAN 13.5"" 2K LED TACTILE
CPU INTEL CORE I7 1265U 3.6GHZ
BOOST 4.8GHZ 10 CORES 12 THREADS
12MO CACHE
RAM 32 GO DDR5 5200MHZ
DISQUE 1000 GO 1 TO SSD NVME
WIFI/BLUETOOTH/WEB CAM
USB 3.1
GRAPHIC
INTEL IRIS XE GRAPHIC 
ECRAN 13.5"" 2K LED 
ANTIREFLET IPS TACTILE
CLAVIER RETRO ECLAIRE 
WINDOWS 11 ORIGINALE
PRIX : 148000da

- - - - - - - - - - - - - - - - - - -
MOBILE 📱 COMMERCIAL RABAH : 0551.67.46.36
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS
GARANTIE DE 6 MOIS + SERVICE APRES VENTE
#PROTECHASSIBA THE BEST LAPTOPS
E-MAIL:ORANGEHASSIBA7@GMAIL.COM
SITE WEB : WWW.ORANGEHASSIBA.COM

#neverstopexploring #fyp #foryourprofil #viral #algérienne #جزائريات #pcgames #pcgamer cgamer #pc #informatique #computer #technology chnology #dzair #dz #laptopgaming #laptop #tech #dzpower🇩🇿 #شوشع_العالمية🇩🇿 #الشعب_الصيني_ماله_حل😂😂 #fypシ @大好物は高カロリー🐷୭*ﾟ #tik_tokd",148000.0,2024-10-16T18:11:42.000Z,Alger centre,,Neuf jamais utilisé,,,,,,,15.6,,0,0,0
,"LAPTOP ASUS VIVOBOOK RYZEN 5 7520U 16GB RAM 512GB SSD AMD RADEON ECRAN 15.6"" OLED ","Bonjour Elite Computer. Nous nous spécialisons dans la vente de portables neufs et d'occasion de haute qualité pour répondre à tous vos besoins informatiques.  
 LAPTOP ASUS VIVOBOOK RYZEN 5 7520U 16GB RAM 512GB SSD AMD RADEON 
ECRAN 15.6"" OLED 
 Etat neuf sous emballage 
   **Prix** : 132000da  
  Livraison à domicile disponible 58 wilaya Paiement à la Livraison",132000.0,2024-12-19T08:37:35.000Z,Bab ezzouar,Intégrée,Neuf jamais utilisé,ASUS,AMD Ryzen 5 7520U,16 GO,,,512GO,15.0,SSD,16,512,0
,Pc Mac book air m2 2022 13.6 inch batterie 100% ,"Pc Mac book air m2 2022 La boîte
batterie : 100%
RAM: 16  
écran : 13.6 pouces
Chargeur Orginal ",170000.0,2025-08-08T16:30:42.000Z,Boukadir,,Etat neuf,MACBOOK APPEL,,16 GO,,,500GO,13.6,SSD,16,500,0
,PC LENOVO V17 ,"I5 10 G 
Ram 20 gb room :256 SSD
17 POUCES 
AVEC CHARGEUR ",58000.0,2024-12-15T17:06:09.000Z,Draria,Intégrée,Bon état,LENOVO,I5 10G,,,,256GO,17.0,SSD,0,256,0
G814J,"ASUS ROG STRIX G18 I9-14900HX 32Go DDR5 1TB RTX 4060 8GB 18"" QHD 240HZ","ASUS ROG STRIX G814JI

CPU: Intel® Core™ i9-14900HX (2.2 GHz de fréquence de base, jusqu’à 5.8 GHz avec la technologie Intel® Turbo Boost, 36 Mo de mémoire cache L3, 24 cœurs, 32 threads)
RAM: 32 Go DDR5 5600MHZ
STOCKAGE: SSD 1TB M.2 - PCI-E NVMe
GPU: NVIDIA® GeForce RTX™ 4060 Laptop GPU (321 AI TOPs) ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)
8Go GDDR6
ECRAN: ROG Nebula Display, 18"" QHD+ 16:10 (2560 x 1600), IPS, Affichage anti-reflet, DCI-P3 100.00%, 240Hz, 3ms, G-Sync, Pantone Validated, Dolby Vision HDR

WLAN : Wi-Fi 6E(802.11ax) (Triple band) 2*2
Bluetooth® 5.2
CLAVIER: AZERTY Clavier chiclet avec rétroéclairage RGB individuel des touches
Ports d'E/S:
1x 3.5mm Combo Audio Jack
2x USB 3.2 Gen 2 Type-A
1x USB 3.2 Gen 2 Type-C prenant en charge DisplayPort™ / power delivery / G-SYNC
1x Port LAN RJ45
1x Thunderbolt™ 4 with support for
DisplayPort™ (data speed up to 40Gbps)
**Garantie: 12mois**
---------------------------------------------------------
MOBILE 📱 COMMERCIAL :
POSSIBILITE DE FACTURATION
LIVRAISON DISPONIBLE SUR 58 WILAYAS
PAIMENT A LA LIVRAISON

QUI SOMMES-NOUS ?

El assil informatique est spécialisé dans la vente de matériel informatique en Algerie de tout type : PC portable, imprimante, ordinateur de bureau, PC gamer, composant informatique, modem et routeur wifi, périphérique pc.",345000.0,2025-08-10T10:16:43.000Z,Kouba,Dédiée,Etat neuf,ASUS,I9-14900HX,32 GO,RTX 4060 8G,,1000GO,18.0,SSD,32,1000,0
,Thinkpad lenovo très bon état e16 ,Raho kolash f les photos ,200000.0,2025-04-22T14:19:22.000Z,Birkhadem,Integrée + Dédiée,Neuf jamais utilisé,LENOVO,,16 GO,,,,15.6,,16,512,0
,DELL LATITUDE 3420 I5 1135G7 8GO 256GO SSD NEUF SOUS EMBALLAGE,"DELL LATITUDE 
3420
2022 
NEUF SOUS EMBALLAGE

CPU INTEL CORE I5 1135G7 2.4GHZ BOOST 4.2GHZ 8THREADS 8MO CACHE
 RAM 8GO DDR4X 3200MHZ
DISQUE 256GO SSD NVME
WIFI/BLUETOOTH/WEB CAM
USB 3.1 
GRAPHIC 
INTEL IRIS XE GRAPHIC 
ECRAN 14” FULL HD 1080P LED
ANTIREFLET IPS 
CLAVIER RETRO ECLAIRE 
WINDOWS 10 ORIGINALE


- - - - - - - - - - - - - - - - - - - - - -
MOBILE 📱 COMMERCIAL ZOHIR : 0558.61.47.21
MOBILE 📱 COMMERCIAL RABAH : 0551.67.46.36
TÉLÉPHONE ☎️ FAX : 021.71.94.78
INSTAGRAM : @protechassiba
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS
GARANTIE DE 10 MOIS + SERVICE APRES VENTE
#PROTECHASSIBA THE BEST LAPTOPS",128000.0,2022-11-14T14:48:06.000Z,Alger centre,,Neuf jamais utilisé,,,,,,,15.6,,0,0,0
ThinkPad X1 Carbon 8th Gen 20U9002NUS,X1 Carbon 2021 8th Gen i7/16G/512SSD,"*** POUR LES PRO ***ThinkPad X1 Carbon 8th Gen 20U9002NUS 
****MODÈLE 2021

***Puissant, robuste et ultramobile !
*L'ordinateur portable Lenovo ThinkPad X1 Carbon (8e Gen) est idéal pour les professionnels qui désirent une machine à la fois légère, performante, et design. Extrêmement mobile, il conviendra à merveille à ceux qui se déplacent au quotidien. Sa conception ultra-robuste et son autonomie ultra prolongée font de lui un achat idéal pour les professionnels nomades !

****CONFIGURATION :
1-CPU: iNTEL CORE I7 10610U 1.8 GHZ UP TO 4.9GHZ VPRO (8Mo cache/10EME GENERATION )
2-MEMOIRE: RAM 16Go 
3-DISQUE DUR: 512G SSD NVMe PCIe
4-CARTE GRAPHIQUE INTEL GRAPHIQUE UHD 620 2Go MÉMOIRE
5-BATERIE (Jusqu’à 19,5 heures d’autonomie)
6-ECRAN 14"" 2560 x 1440  WQHD/IPS
7-EMPRENTE DEGITALE
8-CLAVIE RETROECLERIE 
9-WINDOWS 10 PRO 64BIT
10-Poids	1.09 kg",269000.0,2023-06-15T10:26:56.000Z,Bab ezzouar,Intégrée,Neuf jamais utilisé,LENOVO,10610U,16 GO,,Intel UHD Graphics 620,512GO,14.0,SSD,16,512,0
250 G10,"HP 250 G10 i7-1355U / 8Go / 512Go SSD / 15,6 FHD","Processeur : Intel® Core™i7-1355U (jusqu’à 5,0 GHz avec la technologie Intel® Turbo Boost, 12 Mo de mémoire cache L3, 10 cœurs, 12 threads)
8 Go de mémoire DDR4 3200 MHz
Disque SSD M.2 PCIe de 512Go
Carte Graphiques : Intel® UHD Graphics
Écran Full HD d’une diagonale de 39,6 cm (15,6 pouces) (1920 x 1080), IPS, anti-reflet, 250 nits, 45 % NTSC
Ports :1 port USB Type-C®, vitesse de transfert 5 Gbit/s; 2 ports USB Type-A, vitesse de transfert 5 Gbit/s; 1 prise d’alimentation secteur; 1 port HDMI 1.4b; 1 prise combinée casque/microphone stéréo
Sans fil : sans fil Realtek Wi-Fi 6 (2×2) et Bluetooth® 5.3
Webcam :  HD 720p
Système d’exploitation : Freedos
Garantie : 12 mois",143500.0,2025-08-03T11:50:55.000Z,Hammamet,Intégrée,Neuf jamais utilisé,HP,"Intel® Core™i7-1355U (jusqu’à 5,0 GHz avec la technologie Intel® Turbo Boost, 12 Mo de mémoire cache L3, 10 cœurs, 12 threads)",8 GO,,Intel® UHD Graphics,512GO,15.0,SSD,8,512,0
,lenovo thinkpad yoga 11e,"* Processeur Intel(R) Celeron(R) CPU  N3150  @ 1.60GHz   1.60 GHz
* RAM 4GO.
* Stockage 128 GO SSD .
* Écran Tactile x360 .
* Poids : 1.3kg .
* Batterie Jusqu’à 4h .
* Système d’exploitation 64 bits, processeur x64
* État 10/10
* Couleur noir 
* Chargeur original",25000.0,2024-09-12T16:50:16.000Z,Bab ezzouar,,Etat neuf,,,,,,,15.6,,0,0,0
MSI RAIDER ,MSI RAIDER GE68 i9 14900HX 32G 2T SSD RTX 4070 8G DRR6,"MSI RAIDER ####GE68

PROCESSEUR	Intel® Core™ i9-14900HX
SYSTÈME D’EXPLOITATION	Windows 11 Professionnel
ÉCRAN	16 » QHD+ (2560 x 1600), 240 Hz, dalle de niveau IPS
CARTE GRAPHIQUE	NVIDIA® GPU GeForce RTX™ 4070 8G  GDDR6
MÉMOIRE	32 Go (2 x 16 Go) DDR5
2 slots DDR5-5600
64 Go maximum
STOCKAGE	2 To SSD NVMe PCIe Gen4x4
Interface disque dur	1x M.2 SSD (NVMe PCIe Gen4)
1x M.2 SSD (NVMe PCIe Gen5)
Webcam	HD (30 ips @ 1080p) avec infrarouge
CLAVIER	Clavier AZERTY avec rétroéclairage LED RGB touche par touche
COMMUNICATION	Killer Gigabit LAN (jusqu’à 2.5 Gbit/s)
Intel® Killer™ Wi-Fi 7 BE1750(x)+ Bluetooth 5.3
Audio	Haut-parleurs 4x 2W
Jack	1x Jack Audio Combo
Connectique	1x Thunderbolt™ 4
1x Type-C USB 3.2 Gen 2 (avec DisplayPort Alt mode)
1x Type-C USB 3.2 Gen 2 (avec DisplayPort Alt mode et technologie de charge)
1x Type-A USB 3.2 Gen 1
1x Type-A USB 3.2 Gen 2
1x RJ45
1x Lecteur de carte SD Express
1x HDMI™ 2.1 (8K @ 60 Hz / 4K @ 120Hz)
Batterie	Li-Polymère, 4 cellules, 99 Wh
ADAPTATEUR ALIMENTATION	330 watts
DIMENSIONS	357 x 284 x  mm
POIDS	2.7 kg
COULEUR	Core Black
DAS	Max. 0.94 W/kg (10g)
Garantie fabricant	3 ans avec enlèvement sur site
Ean	4711377159500
Manufacturer Part # 	9S7-15M131-296. 

500000 DA",500000.0,2024-09-05T05:24:55.000Z,Bab ezzouar,Integrée + Dédiée,Neuf jamais utilisé,MSI,I9 14900HX,32 GO,RTX4070,Iris xe,2000GO,15.0,SSD,32,2000,0
HP Envy 14 2en1 x360,HP Envy 14 2en1 x360 Ryzen 5 Series 8000 Ram 16 Gb Stockage 512 Gb Tactile ,"Disponible Chez OKTOBIT LAPTOP🔹🔥HP Envy 14 2en1 x360🔹🔥Tactile
Configuration:

🔹CPU : AMD Ryzen 5 8640HS 3,5GHz  6 Cores 12 Threads 16 Mo Cache.

🔹RAM : 16 GO DDR5X 6400 mhz.

🔹Disque Dur : 512 GB SSD NVME

🔹CARTE GRAPHIQUE :  AMD Radeon TM Graphics Vram 512Mb.

🔹NPU : Compute Accelerator Device.

🔹ECRAN : 14”, Full HD x360 Tactile.

🔹Windows 11.

🔹Anti reflection IPS .

🔹Clavier Lumineux.

🔹TRÈS BONNE AUTONOMIE DE BATTERIE.

🔹FOURNIE AVEC :

- CHARGEUR ORIGINAL.

- Sac a main.

✅PRIX : 175 000 DA 🔥

➡LIVRAISON GRATUITE DISPONIBLE POUR TOUTES LES WILAYAS

➡GARENTIE DE 6 MOIS

➡CONSULTER MAINTENANT NOTRE SITE INTERNET

-—————————————————-—————————————————-————
📍Adresse : DIDOUCHE MOURAD ALGER CENTRE/ Alger
📦 Livraison 58 Wilaya GRATUITE.
💵 Payement a la livraison 💳 CCP/ BaridiMob/ Paysera/ Paypal/ Wise 📃 Possibilité de facturation pour les entreprises —————————————————————————————————————-——",175000.0,2025-08-07T09:41:53.000Z,Alger centre,Intégrée,Bon état,HP,"AMD Ryzen 5 8640HS 3,5GHz  6 Cores 12 Threads 16 Mo Cache.",16 GO,,AMD Radeon TM Graphics Vram 512Mb.,512GO,14.0,SSD,16,512,0
HP ELITEBOOK 830,"HP ELITEBOOK 830 G6 I5 8th 16 GB 256 GB SSD FHD 13""","Disponible chez TRETEC INFORMATIQUE Magasin de service , vente et dépannage de matériel informatique -BAB EZZOUAR-
ORDINATEUR PORTABLE Importé d’Europe ""Caba"" Très Haute Qualité et Bonne Prix Avec **GARANTIE**
------------------------------------------
• FOURNIR AVEC CHARGEUR ORIGINAL
• LIVRAISON A DOMICILE
• GARANTIE 02 MOIS + SERVICE APRES VENTE
------------------------------------
• PRODUIT : ORDINATEUR PORTABLE
• MARQUE : HP
• MODELE : ELITEBOOK 830 G6
-------------------------------------
CARACTERISTIQUE :
• PROCESSEUR : Intel® Core™ i5-8365U ""8th Génération"" 8M Cache, up to 4.10 GHz
• MEMOIRE : 16 GB
• STOCKAGE : 256 GB SSD
• ECRAN : 13"" FULL HD (1920 X 1080)
• CARTE GRAPHIQUE INTIGREE : Intel® UHD Graphics 620
• CLAVIER LUMINEUX
• LECTEUR EMPREINTE
• FACE ID ‘’RECONAISSANCE FACIALE’’
• INTERFACES : 2 X USB 3.0 / 1 X USB TYPE C / 1 X HDMI
• WIFI + BLEUTHOOT + WEB CAM
• SYSTEM D’EXPLOITATION : WINDOWS Original



PRIX : 74 000,00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
----------------------------------
•Contact : 0559425599
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",74000.0,2025-08-07T12:51:57.000Z,Bab ezzouar,Intégrée,Bon état,DELL,I5 8365U,16 GO,,INTEL UHD GRAPHICS,256GO,13.0,SSD,16,256,0
ASUS ZENBOOK UX325,"ASUS ZENBOOK UX325 I7 11TH 16 GB 1 TB SSD FHD 13""","💻ASUS ZENBOOK UX325💻
• Processeur : INTEL CORE I7 1165G7
• RAM : 16GB
• Stockage : 1TP SSD
• Écran : 13"" FHD (1920X1080)
• Carte graphique intégrée:INTEL IRIS XE®GRAPHICS
• Système d'exploitation : WINDOWS
Prix: 119 000 DA❌ Prix: 95 000 DA✅

📞 / 

•• Possibilité de facturation pour les entreprises ••

📧 

®️ Garantie deux mois
💰 Paiement a la livraison
📦 Livraison 58 Wilaya",95000.0,2025-08-10T15:00:30.000Z,Bab ezzouar,Intégrée,Bon état,ASUS,I7 1165G7,16 GO,,INTEL IRIS XE GRAPHICS,1TBGO,13.0,SSD,16,1024,0
ASUS TUF FX505GT,PC ASUS TUF Gaming FX505GT,"- Laptop Clamshell Black
- Intel® Core™ i5 i5-9300H 2.4 GHz
- 39.6 cm (15.6"") Full HD 1920 x 1080 pixels IPS LED backlight Matt 16:9
- 8 GB 2666 MHz
- 256GB PCIe® 3.0 NVMe™ M.2 SSD
- NVIDIA® GeForce® GTX 1650 4 GB Intel® UHD Graphics 630
- Wi-Fi 5 (802.11ac) Ethernet LAN 10,100,1000 Mbit/s Bluetooth 5.0
- 48 Wh batterie 2:30H
- Windows 10 Pro 64-bit 
",135000.0,2024-10-11T10:01:52.000Z,Tlemcen,Integrée + Dédiée,Etat neuf,ASUS,i5 i5-9300H,8 GO,GTX 1650 4 GB,UHD Graphics 630,256GO,15.0,SSD,8,256,0
,Laptop HP 15S - Ryzen 5 Pro 5500U / 12GB / 512GB / 15.6P FULL HD,"🖥️ HP 15s eq2061nf – Ryzen 5 | Grand écran, ultra fluide & prêt à performer
🚀 Équilibre parfait entre puissance, confort et style moderne.
🔹 Caractéristiques principales :
🔸 Modèle : HP 15s eq2061nf
🔸 Processeur : AMD Ryzen 5 5500U (6 cœurs – jusqu’à 4.0 GHz)
🔸 RAM : 12 Go DDR4 – excellent pour multitâche
🔸 Stockage : 512 Go SSD NVMe – ultra rapide
🔸 Écran : 15.6"" Full HD – grand format, idéal pour le confort visuel
🔸 Clavier : Avec pavé numérique – parfait pour bureautique
🔸 Carte graphique : Radeon Vega – pour vidéo, bureautique et un peu de jeu
🔸 Connectivité : USB-C, HDMI, WiFi 5, lecteur SD
🔸 Poids : ~1.7 kg – fin et moderne
🔸 État : Presque neuf, importé, testé et garanti
🎯 Idéal pour :
Étudiants, télétravail, bureautique avancée
Traitement de texte, navigation rapide, streaming
Utilisateurs à la recherche d’un bon rapport qualité/prix",80000.0,2025-07-28T13:22:49.000Z,Alger centre,Intégrée,Neuf jamais utilisé,HP,Ryzen 5 Pro 5500U,14 GO,,AMD RADEON GRAPHIQUE,512GO,15.0,SSD,14,512,0
,LAPTOP HP ZBOOK POWER G11 RYZEN 7 8845HS 32GB RAM 2TB SSD NVIDIA RTX 1000 ADA  6GB NEUF," LAPTOP HP ZBOOK POWER G11 
RYZEN 7 8845HS 
32GB RAM 2TB SSD 
NVIDIA RTX 1000 ADA  6GB 

NEUF jamais utilisé 

**Prix** : 295000da  

 Livraison à domicile disponible 58 wilaya Paiement à la Livraison",295000.0,2025-08-11T09:21:58.000Z,Bab ezzouar,Integrée + Dédiée,Neuf jamais utilisé,HP,Ryzen 7 8845HS,32 GO,Rtx 1000 6Gb,,2000GO,15.0,SSD,32,2000,0
