reference,title,description,price_preview,created_at,city,spec_Carte graphique,spec_Etat,spec_Marque,spec_Processeur,spec_RAM,spec_Reférence carte graphique dédiée,spec_Reférence carte graphique integrée,spec_Taille du disque,spec_Taille écran,spec_Type disque
7L6Z0ET,"VENDU - HP ProBook 440 G10 (7L6Z0ET), Intel Core i5-1335U, 16GB, 512GB SSD, 14"" FHD","✳️ Caractéristiques :
-—————————————————
🔹️Processeur : Intel Core i5-1335U (jusqu'à 4,6 GHz avec technologie Intel Turbo Boost, 12 Mo de cache L3, 10 cœurs, 12 threads)
🔹️Ram : 16GB 3200MHz  de RAM DDR4
🔹️Stockage : 512GB SSD PCIe NVMe
🔹️Carte graphique : intel UHD Graphics
🔹️Ecran : 14"" (1920 x 1080), IPS, micro-bords, antireflet, 250 nits, 45 % NTSC
🔹️Clavier HP Premium – clavier rétroéclairé résistant aux éclaboussures
🔹️Caméra HD 720p
🔹️Audio : Deux haut-parleurs stéréo, deux microphones à matrice
🔹️Wi-Fi 6E AX211 (2x2) et Bluetooth 5.3 
🔹️Ports : 
- 2 ports USB Type-A, vitesse de transfert de 5 Gbit/s (1 port de charge et 1 port d’alimentation)
- 1 prise d’alimentation secteur
- 1 port HDMI 2.1
- 1 prise stéréo combinée casque/microphone
- 1 port RJ-45
- 2 ports USB Type-C, vitesse de transfert 10 Gbit/s (alimentation USB, DisplayPort™ 2.1)
-—————————————————
📍Adresse : Hussein Dey/ Alger 
📞 : / 
📩 E-Mail : 
📦 Livraison 58 Wilaya 💵 Payement a la livraison 
💳 CCP/ BaridiMob/ Paysera/ Paypal/ Wise
📃 Possibilité de facturation 
————————————————————————",,2025-04-09T21:33:14.000Z,Hussein dey,Intégrée,Neuf jamais utilisé,HP,"Intel Core i5-1335U (jusqu'à 4,6 GHz avec technologie Intel Turbo Boost, 12 Mo de cache L3, 10 cœurs, 12 threads)",16 GO,,intel UHD Graphics,512GO,"14"" ",SSD
,"VENDU - DELL LATITUDE 5420, i5-1135G7, 8GB, 256GB SSD, INTEL IRIS XE","- Processeur : i5 11TH 1135G7 2.40Hz up To 4.20GHz
- Ram : 8GB DDR4 3200MHz
- Stockage : 256GB SSD nVme
- Carte Graphique intégré : intel iRis Xe
- Ecran : 14"" FHD ( 1920 X 1080 )
- Clavier Rétro éclairée 
- Lecteur d'empreintes digitales 
- Ports : 2 x USB3.0/ 2 x USB C/ SD CARD/ HDMI / RJ45 
----------------------------------------------------------------------
🛍️Magasin  Ouvert 7/7  de 9h à 23h
📍Adresse : Rue Ali Sahli , Hussein Dey
📲 : / 
📩 
📦 Livraison 58 Wilaya GRATUITE sur ALGER
💵 Payement a la livraison / CCP/ PAYSERA
---------------------------------------------------------------------
 
Fb : Azur laptop
iNsta : azur_laptop
---------------------------------------------------------------------",,2024-09-25T15:27:50.000Z,Hussein dey,Intégrée,Bon état,DELL,i5-1135G7,8 GO,,Intel iris xe,256GO,"256"" ",SSD
,Hp,Fichour rayha,8,2025-07-17T08:26:40.000Z,Ain naadja,Intégrée,Etat moyen,Hp,,,,,,,Autre
,Hp elitebook 645 G11 ,"HP elitebook 645 G11 


 ■ Processeur AMD ryzen 5 pro 7535U 6 cœur 12threads 2.90GHz 

 ■ 16Go Ram 4800MHz 

 ■ 256Go SSD 

 ■ AMD radeon graphics 

 ■ clavier AZERTY 

 ■ empreinte digital 

 ■ écran 14"" FHD 

 ■ chargeur HP original 

 ■ prix 145000DA 🇩🇿🔥

 ■ garentie 3 mois 

 ■ numéro whatssap 

 ■ livraison disponible",145000,2025-07-16T14:36:12.000Z,Kouba,Intégrée,Bon état,Amd,Amd ryzen 5 pro 7535U,16 GO,,Amd radeon graphics,256GO,"14"" ",SSD
,La gamme pro Dell latitude 5490   i5 8350U. 8th génération  (boost 3.6GHZ ) FHD,"La gamme professionnelle 🌟 Dell latitude 5490 🔥

✅️Processeur : i5 8350U. 8th génération (1.7GHz Up jusqu'à 3.6GHz) 🔥

✅️Ram : 8GB ddr4 (2400mhz)⚡️
+ emplacement vide

✅️Rom: 256ssd NVMe 🔥 

✅️Gpu: intel UHD graphics 620  4GB

✅️Écran : 14 pouces FHD 180° (1920×1080p)

✅️ empreinte digital 

✅️Batterie :excellente (+5heures )

✅️État :10/10

✅️Chargeur original dell

✅️système d'exploitation : Windows10pro (original)

✅️ 3 port USB type A , 1 type c , 1HDMI , rj45, port casque , lecteur SD card, lecteur sim, port VGA , DisplayPort ,port chargeur , empreinte digitale 

️La livraison disponible 58 wilaya    avec la vérification avant de payer 🚛✅️

Et garantie 3 moi 💯",45000,2025-08-04T10:50:29.000Z,El eulma,Intégrée,Etat neuf,Dell latitude,i5 8350U  8th génération (3.6GHz Turbo max),8 GO,,Intel UHD graphics 620,256GO,"14"" ",SSD
Precision 5540,"Dell Precision 5540 i7 9850H 16G 512 SSD T1000 15.6"" FHD","Dell Precision 5540 i7 9850H 16G 512 SSD T1000 15.6"" FHD

❇️ Produit : Ordinateur Portable
❇️ Marque : Dell
❇️ Modèle : Précision 5540

✔️ Processeur : Intel® Core™ i7 9850H 6 Cores 12M Cache Boost 4.5 GHz
✔️ Mémoire vive : 16 GB DDR4
✔️ Disque Dur : 512 SSD Nvme
✔️ Ecran : 15.6 Pouce 1920X1080 Full HD
✔️Carte Graphique Intégrée : Intel UHD Graphics
✔️Carte Graphique Dédiée : Nvidia Quadro T1000 4GB GDDR6
✔️ Interface : 1 Type C | 2 USB 3.0 | HDMI | Lecteur SD
✔️ Clavier AZERTY Lumineux
✔️ Wifi | Bluetooth | Webcam
✔️ Batterie Excellente | Chargeur Original
✔️ System d'exploitation : Windows 11 Pro Original
✔️ Possibilité Augmentation Du Configuration : Ram | Disque dur
✔️ Possibilité De Facturation Pour Les entreprise

⚡ Prix : Vendu

➖ livraison Gratuite à Domicile 58 Wilaya
➖ Paiement à La Livraison
➖ Garantie 3 Mois + Service Après Vente
➖ Adresse : Bâtiment EPLF, Bab Ezzouar, Alger
➖ Localisation GPS : Shifttech Informatique
➖ Facebook | Instagram | TikTok : Shifttech16
➖ Mobile | Viber | WhatsApp :
>>> 0773/68/73/39 | 0550/18/68/09 | 0660/10/29/29",,2025-04-08T21:50:43.000Z,Bab ezzouar,Integrée + Dédiée,Bon état,Dell,Intel® Core™ i7 9850H 6 Cores 12M Cache Boost 4.5 GHz,16 GO,Nvidia Quadro T1000 4GB GDDR6,Intel UHD Graphics,512GO,"156"" ",SSD
,البليدة - بوڨرة,"Msi gamer.  17 pouce.
  
Processeur i7 5 eme H
16 giga ram.  255 ssd +500  hdd
Gtx 970M. 3Giga   ddr5
Batterie mliha 2h +CHARGEUR
Prix : 60 000.00",60000,2025-04-18T16:05:15.000Z,,Integrée + Dédiée,Bon état,Msi gamer,512GO,16 GO,,Gtx 970M,,"17"" ",2 disques SSD + HDD
ASUS ROG Zephyrus G15,ASUS ROG Zephyrus G15 ,"🎯 À VENDRE – PC Portable Gamer Haut de Gamme : ASUS ROG Zephyrus G15 🎮🚀
💰 Prix : 250 000 DA (légèrement négociable)

🖥️ CARACTÉRISTIQUES TECHNIQUES :
• 🔥 Processeur : AMD Ryzen 9 5900HS (8 cœurs – 16 threads, ultra puissant)
• 🎮 Carte Graphique : NVIDIA GeForce RTX 3070 – 8 Go GDDR6 (top performance pour jeux & rendu 3D)
• 💾 RAM : 16 Go DDR4
• ⚡ Stockage : SSD 1 To (ultra rapide, énorme capacité)
• 📺 Écran : 15,6” QHD 165Hz (fluide et ultra net)
• 🔋 Autonomie excellente, design fin et léger
• 💼 Parfait pour Gaming, Création, Architecture, Montage, Dev, etc.

📦 État : Comme neuf – toujours bien entretenu, jamais tombé, 100% fonctionnel
📸 Photos réelles sur demande

✅ Machine de très haut niveau — pour joueurs sérieux ou pros qui veulent de la puissance sans compromis.

📲 Contactez-moi en MP pour plus d’infos ou pour un test.
",250000,2025-07-31T16:20:29.000Z,El eulma,Integrée + Dédiée,Bon état,Asus,"AMD Ryzen 9 5900HS (8 cœurs – 16 threads, ultra puissant)",16 GO,Nvidia RTX 3070,Amd,1TGO,"15"" ",SSD
A2567,IPAD MINI 6TH 64 GB WIFI ,"iPad mini 6 64Gb wifi 99000da 
iPad mini 6 64Gb wifi cellulaire 115000da
⚫PRODUITS ORIGINAL SCELLÉ
⚫ VENTE DANS UN MAGASIN AVEC GARANTIE
⚫ VENTE AVEC FACTURE ? ((POUR LES entreprises ))
⚫ LES FACTURES PROFORMA DISPONIBLE
⚫ LA LIVRAISON 58 WILAYA ?
⚫ BIENVENU À TOUS DANS LA BOUTIQUE iTech COM
⚫ ALGER KOUBA LA CROIX EN FACE CEM 7 ENFANCE BATIMENT ROUGE
⚫ MAPS ; ITECH COM KOUBA
⏩ Bienvenue sur INSTAGRAM? '' iTech Com ''
⏩Disponible à tout moment jusqua ? 20:00h avec livraison ? immédiate sur Alger et 58 Wilaya 24 Heures
⏩pour plus D'informations ☎️ contacte moi sur le numéro , merci",99000,2025-02-26T12:50:01.000Z,Kouba,,Neuf jamais utilisé,APPLE,,,,,64GO,,
Vivobook 17,ASUS VIVOBOOK 17 I7 8TH  16GB 256 SSD NVIDIA MX 110 2GB  FULL HD,"💻ASUS VIVOBOOK 17 I7 8TH  16GB 256 SSD NVIDIA MX 110 2GB  FULL HD   💻

💠 Processeur :  Intel® Core™ i7-8550U ""8th Génération"" 9M Cache, up to 4.5GHz
💠 Mémoire vive : 16 GB DDR4
💠 Disque Dur: 256 ssd 
💠 Ecran : 17.3"" Pouce FULL HD 1920X1080 
💠  Graphique Intégrée : Intel® UHD Graphics 620 
💠  Graphique DÉDIÉE : NVIDIA GEFORCE MX 110
💠INTERFACE : 3 X USB 3.0  / 1 X HDMI| type c/ RG45 
💠 Clavier AZERTY 
💠 Wifi | Bluetooth | WebCam 
💠 Batterie EXELENTE | chargeur original  
💠  System d'exploitation : Windows 11 pro original 

💰 Prix :  da 🔥🔥
----------------------------------------------------------
Pour plus d'info contactez moi 
📲Tel  :  /  
Bienvenue
Site Web: 
 FACEBOOk: 
INSTAGRAM : /
Possibilité de facturation pour les entreprises 
🛵🛵 Livraison disponible 58 wilaya
💵Paiement à la livraison",,2024-10-22T07:27:21.000Z,Bab ezzouar,Integrée + Dédiée,Etat neuf,Asus,"Intel® Core™ i7-8550U ""8th Génération"" 9M Cache, up to 4.5GHz",16 GO,NVIDIA GEFORCE MX 110,Intel® UHD Graphics 620,512GO,"17.3"" ",SSD
LAPTOP Lenovo X1 CARBON ,LAPTOP Lenovo X1 CARBON I5 10th 16 GB 512 GB SSD FHD 14,"Disponible Chez #Tretec_informatique ""Magasin de Service, Vente et Dépannage de matériel informatique"" - Bab Ezzouar -
—————————————————————————
- Fournir Avec Chargeur Original
- Livraison à domicile
- Garantie 02 mois + Service après vente
—————————————————————————

Produit : Ordinateur Portable
Marque : Lenovo
Modèle : ThinkPad X1 CARBON

Caractéristiques :

• Processeur: Intel® Core™ i5-10210U @ ""10th Generation"" 8M Cache, up to 4.20 GHz
• Memoire vive: 16 Go
• Disque Dur: 512 GB SSD
• Ecran: 14"" 1920 x 1080 Full HD
• Carte Graphique intégrée intel intel iris xe
• Clavier Lumineux
• Lecteur Empriente Digital
• Interfaces : 2 x USB 3.0 / 2 x Type-C / HDMI / SD CARD
• WIFI/ BLUETOOTH/ WEB CAM
• System d'exploitation: Windows Original


Prix: 85 000.00 DZD


*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***
---------------------------------------------
•Contact : 0559425599
• Email : contact@tretec-dz.com
• Page Facebook : www.facebook.com/tretec.dz
• SITE Web : www.tretec-dz.com
• https://maps.app.goo.gl/YtG9YiR813uLCYCbA",85000,2024-12-09T13:20:56.000Z,Bab ezzouar,Intégrée,Bon état,LENOVO,I5 10210U,16 GO,,INTEL UHD GRAPHICS,512GO,"14"" ",SSD
,Pc portable Thinkbook15 Lenovo,"Pc portable lenovo thinkbook 
État 9.8/10 
11th Gen /  
16GB ram 
Disc dur interne : ssd 512GB 
Disc dur externe : hdd 512GB 
Graphics intel(R) iris(R) Xe graphics 
État : occasion 
",120000,2024-09-08T11:41:24.000Z,El khroub,,Bon état,LENOVO,I7-1165G7-2.80GHz,16 GO,,,Interne : ccd 512GB/ externe hdd 512GBGO,"15.6"" ",2 disques SSD + HDD
,Dell latitude E7250 I5 5ème 8g la ram 256ssd,,33,2024-08-25T20:02:08.000Z,Bab ezzouar,Intégrée,Bon état,Dell,I5 5ème génération,8 GO,,,256GO,"13"" ",SSD
,Boîtier SSD Lexar E300 - USB 3.2 Gen 2,"🔥 Boîtier SSD Lexar E300 - USB 3.2 Gen 2
❇️ Boîtier externe M.2 NVMe
❇️ Interface rapide USB 3.2 Gen 2 (jusqu’à 10Gbps)
❇️ Compatible avec SSD M.2 NVMe
❇️ Matériau en aluminium pour une meilleure dissipation thermique
❇️ Plug & Play – aucun pilote nécessaire
❇️ Design compact et élégant
🚚 Livraison disponible dans les 58 wilayas
☎️ 0666740523",4450,2025-05-22T12:50:33.000Z,Chlef,,,,,,,,,,
,"LAPTOP HP ELITEBOOK X360 1030 G3 I7-8650U 8GB RAM 512GB SSD ECRAN 13.3"" FHD TACTILE 360","Bonjour Elite Computer. Nous nous spécialisons dans la vente de portables neufs et d'occasion de haute qualité pour répondre à tous vos besoins informatiques.  
LAPTOP HP ELITEBOOK X360 1030 G3 I7-8650U 8GB RAM 512GB SSD ECRAN 13.3"" FHD TACTILE 360
  Etat 10/10   
**Prix** : 78000da    
 Livraison à domicile disponible 58 wilaya Paiement à la Livraison",78000,2024-12-12T10:08:52.000Z,Bab ezzouar,Intégrée,Etat neuf,Hp,I7-8650U,8 GO,,,512GO,"13"" ",SSD
,Pc Gamer Asus Rog Gtx 960,"📛💻Pc Gamer Asus Rog 
i5 6eme gène 
8G Ram
256ssd+1t hdd
double Gpu gtx960
batterie 3 h avec chrg org
#9AFLA F7 tayra  #matjinicg kaml (tmchi)
",62000,2024-11-12T17:27:49.000Z,Bouira,Dédiée,Bon état,Asus Rog,i5 6eme,8 GO,Nvidia Gtx 960,intel hd 620,1256GO,"15.6"" ",2 disques SSD + HDD
,Pos point de vente tactile ENIGMA en-1560,"Pos point de vente tactile ENIGMA en-1560 15''/I3-4GNR /4go /128M-Sata avec aaficheur client et imprimante 80mm et batterie 

Tactile



Avec imprimante ticket de caisse intégré

I3-4 EME GENERATION

4 GO ram

128 SSD M-SATA

15.6 pouces",1,2025-08-07T15:56:09.000Z,Birtouta,Intégrée,Etat neuf,ENIGMA,I3 4GENERATION,4 GO,,,128GO,,SSD
HP EliteBook Touchscreen,HP Pc laptop Touch,"HP EliteBooki 840 Touchscreen 
Ecran: 14"" TACTILE 
RAM: 8Go
Disque: SSD64Go+HDD500Go
CPU: Intel(R) Core(TM) i5-4200U CPU @ 1.90GHz - 2.40 GHz
Lecteur - Webcam- Bluetooth- Wifi/RJ45- 4xPortsUSB- PortDisplay/VGA.
Win11 Pro, Batterie en trés bon état, Clavier rétro-éclairé, Chargeur HP original.",43900,2024-11-20T05:35:33.000Z,Oran,Intégrée,Bon état,HP,Intel i5,8 GO,,,564GO,"14"" ",2 disques SSD + HDD
, Pc Lenovo,"جديد تماما بعض الخدوش على السطح فقط
التوصيل متوفر",30000,2024-08-22T16:30:47.000Z,Boumerdes,,Etat neuf,,,2 GO,,,,,
960XGK,"Samsung 960XGK Ultra 5 125H 16GB 1500GB SSD 15,6'' Amoled 120Hz Tactile ","Samsung 960XGK 😱 15’6 Amoled 120Hz Tactile 👆
• Prix : 165000 DA 😍

• Processeur : intel core Ultra 5 125H @ 3.6 Ghz
• RAM : 16 GB
• DiskDur : 512 GB SSD + 1TB SSD
• System : Windows 11 64-Bit
• Écran: 15,6” ( 2880x1800 ) Amoled 120Hz Tactile
• Graphics : Intel ARC GRAPHICS
• Clavier : QWERTY ( LED - LUMINEUX )
.
*** Note : POSSIBILITÉ DE FACTURATION POUR LES ENTREPRISES ***

Pour plus d'informations veuillez nous contacter
Livraisons 58 Wilayas et le paiement a la livraison main a main
Possibilité de Facturations
Horaires de Travail : du Samedi au Jeudi , de 09H A 18H30

Facebook & Instagram : Mido Camera
Google Maps GPS : Mido Camera

Le magasin Mido Camera met a votre disposition la fourniture de toutes Matériel & équipements audiovisuel & informatique en Algérie
Pour vous accompagner dans vos projets d'investissements, et quelque soit le cadre de financement ( ANGEM , CNAC, ANSEJ, Crédit bancaire,..) notre magasin met à votre dispositions une large gamme de matériel et d'équipements de Production avec pièces de rechange disponible et un service après vente de qualité.",165000,2024-08-26T12:05:48.000Z,Bab ezzouar,Intégrée,Etat neuf,Samsung,intel core Ultra 5 125H @ 3.6 Ghz,16 GO,,Intel ARC GRAPHICS,1500GB SSDGO,"15"" ",SSD
Hp omen 16,Hp omen 16 i7-14700Hx 32/1000 Nvidia RTX 4060 16pouce 2k 240Hz,"HP omen 16💻
🔸Processeur :  intel core i7-14700 HX
🔸 Mémoire : 32 GB DDR5
🔸 Disque dur : 1000 GB SSD
🔸 Carte graphique : NVIDIA RTX 4060 8GB
🔸 Écran :  16  POUCE 2k 240Hz
🔸 Système D’exploitation : WINDOWS
🔸 Etat : excellent etat

💰Prix : 269.000DA

📞: 
  

📍 Gps : Eternel store beb zouar 
Possibilité du facturation pour les entreprises.

®️ Garantie 3 Mois 
🚚 Livraison 58 Wilayas
💰Payement à la livraison",269000,2025-07-29T11:21:04.000Z,Bab ezzouar,Dédiée,Etat neuf,Hp,Intel core i7-14700Hx,32 GO,Nvidia RTX 4060 (8GB),,1000GO,"16"" ",SSD
UP5302Z S13,"ASUS ZENBOOK UP5302Z S13 FLIP OLED Intel Core i7-1260P à 4,70 GHz 16GB  512GB SSD 13.3 OLED",Ecran 13.3” WQXGA+ (2.8K) TACTILE 360° OLED ,178000,2024-07-14T16:45:21.000Z,Bab ezzouar,Intégrée,Neuf jamais utilisé,,"Intel®️ Core™️ i7-1260P 12-Cores 16-Threads  18 Mo de cache, jusqu’à 4,70 GHz",16 GO,,Graphiques Intel®️ Iris®️ Xe éligibles,512GO,"13"" ",SSD
Asus rog strix G15,Asus tog strix G15 ryzen9-6900HX 16/512 rtx 3060 6GB,"💻 ASUS ROG STRIX G15💻 
🔸Processeur :  AMD RYZEN 9-6900HX
🔸 Mémoire :16GB DDR5
🔸 Disque dur :512 GB SSD
🔸 Carte Graphique: NVIDIA RTX 3060 6GB
🔸 Écran :16  POUCE 2k 165HZ 
🔸 Système D’exploitation : WINDOWS
🔸 Etat : EXCELLENTE ÉTAT 

💰Prix :209.000DA

📞: 
  

📍 Gps : Eternel store beb zouar 
Possibilité du facturation pour les entreprises.

®️ Garantie trois Mois 
🚚 Livraison 58 Wilayas
💰Payement à la livraison",209000,2025-07-05T09:46:36.000Z,Bab ezzouar,Dédiée,Etat neuf,Asus,Ryzen 9-6900HX,16 GO,Rtx 3060 6GB,,512GO,"15"" ",SSD
,Hp,Avec san chargeur d'origine . Tkhaso batereille ,25000,2025-02-08T17:30:12.000Z,Tipaza,Intégrée,Bon état,,Intel i3,,,,,"15"" ",HDD
LENOVO 15.6 82C7 AMD 3020e  4 GB 1 TB HDD  IRON GREY ,LENOVO 15.6 82C7 AMD 3020e  4 GB  1 TB HDD  IRON GREY ,"Brand Name 	Lenovo
Model Name 	82C7007YED
Screen Size 	15 Inches
Color 	Grey
Hard Disk Size 	1 TB
CPU Model 	AMD E Series
RAM Memory Installed 	4 GB
Operating System 	DOS
Special Features 	كاميرا ويب
Graphics Description 	Integrated",42900,2024-11-19T13:11:48.000Z,Oran,,Neuf jamais utilisé,lenovo,,,,,,,
,SURFACE LAPTOP 5 BLACK I7 1265U 32GO 1TO SSD NVME,"MICROSOFT
SURFACE LAPTOP 5
BLACK EDITION
2024
ECRAN 13.5"" 2K LED TACTILE
CPU INTEL CORE I7 1265U 3.6GHZ
BOOST 4.8GHZ 10 CORES 12 THREADS
12MO CACHE
RAM 32 GO DDR5 5200MHZ
DISQUE 1000 GO 1 TO SSD NVME
WIFI/BLUETOOTH/WEB CAM
USB 3.1
GRAPHIC
INTEL IRIS XE GRAPHIC 
ECRAN 13.5"" 2K LED 
ANTIREFLET IPS TACTILE
CLAVIER RETRO ECLAIRE 
WINDOWS 11 ORIGINALE
PRIX : 148000da

- - - - - - - - - - - - - - - - - - -
MOBILE 📱 COMMERCIAL RABAH : 0551.67.46.36
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS
GARANTIE DE 6 MOIS + SERVICE APRES VENTE
#PROTECHASSIBA THE BEST LAPTOPS
E-MAIL:ORANGEHASSIBA7@GMAIL.COM
SITE WEB : WWW.ORANGEHASSIBA.COM

#neverstopexploring #fyp #foryourprofil #viral #algérienne #جزائريات #pcgames #pcgamer cgamer #pc #informatique #computer #technology chnology #dzair #dz #laptopgaming #laptop #tech #dzpower🇩🇿 #شوشع_العالمية🇩🇿 #الشعب_الصيني_ماله_حل😂😂 #fypシ @大好物は高カロリー🐷୭*ﾟ #tik_tokd",148000,2024-10-16T18:11:42.000Z,Alger centre,,Neuf jamais utilisé,,,,,,,,
,"LAPTOP ASUS VIVOBOOK RYZEN 5 7520U 16GB RAM 512GB SSD AMD RADEON ECRAN 15.6"" OLED ","Bonjour Elite Computer. Nous nous spécialisons dans la vente de portables neufs et d'occasion de haute qualité pour répondre à tous vos besoins informatiques.  
 LAPTOP ASUS VIVOBOOK RYZEN 5 7520U 16GB RAM 512GB SSD AMD RADEON 
ECRAN 15.6"" OLED 
 Etat neuf sous emballage 
   **Prix** : 132000da  
  Livraison à domicile disponible 58 wilaya Paiement à la Livraison",132000,2024-12-19T08:37:35.000Z,Bab ezzouar,Intégrée,Neuf jamais utilisé,Asus,AMD Ryzen 5 7520U,16 GO,,,512GO,"15"" ",SSD
,Pc Mac book air m2 2022 13.6 inch batterie 100% ,"Pc Mac book air m2 2022 La boîte
batterie : 100%
RAM: 16  
écran : 13.6 pouces
Chargeur Orginal ",170000,2025-08-08T16:30:42.000Z,Boukadir,,Etat neuf,Macbook appel,,16 GO,,,500GO,"13.6"" ",SSD
,PC LENOVO V17 ,"I5 10 G 
Ram 20 gb room :256 SSD
17 POUCES 
AVEC CHARGEUR ",58000,2024-12-15T17:06:09.000Z,Draria,Intégrée,Bon état,Lenovo,I5 10G,,,,256GO,"17"" ",SSD
G814J,"ASUS ROG STRIX G18 I9-14900HX 32Go DDR5 1TB RTX 4060 8GB 18"" QHD 240HZ","ASUS ROG STRIX G814JI

CPU: Intel® Core™ i9-14900HX (2.2 GHz de fréquence de base, jusqu’à 5.8 GHz avec la technologie Intel® Turbo Boost, 36 Mo de mémoire cache L3, 24 cœurs, 32 threads)
RAM: 32 Go DDR5 5600MHZ
STOCKAGE: SSD 1TB M.2 - PCI-E NVMe
GPU: NVIDIA® GeForce RTX™ 4060 Laptop GPU (321 AI TOPs) ROG Boost: 2225MHz* at 140W (2175MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost)
8Go GDDR6
ECRAN: ROG Nebula Display, 18"" QHD+ 16:10 (2560 x 1600), IPS, Affichage anti-reflet, DCI-P3 100.00%, 240Hz, 3ms, G-Sync, Pantone Validated, Dolby Vision HDR

WLAN : Wi-Fi 6E(802.11ax) (Triple band) 2*2
Bluetooth® 5.2
CLAVIER: AZERTY Clavier chiclet avec rétroéclairage RGB individuel des touches
Ports d'E/S:
1x 3.5mm Combo Audio Jack
2x USB 3.2 Gen 2 Type-A
1x USB 3.2 Gen 2 Type-C prenant en charge DisplayPort™ / power delivery / G-SYNC
1x Port LAN RJ45
1x Thunderbolt™ 4 with support for
DisplayPort™ (data speed up to 40Gbps)
**Garantie: 12mois**
---------------------------------------------------------
MOBILE 📱 COMMERCIAL :
POSSIBILITE DE FACTURATION
LIVRAISON DISPONIBLE SUR 58 WILAYAS
PAIMENT A LA LIVRAISON

QUI SOMMES-NOUS ?

El assil informatique est spécialisé dans la vente de matériel informatique en Algerie de tout type : PC portable, imprimante, ordinateur de bureau, PC gamer, composant informatique, modem et routeur wifi, périphérique pc.",345000,2025-08-10T10:16:43.000Z,Kouba,Dédiée,Etat neuf,ASUS,I9-14900HX,32 GO,RTX 4060 8G,,1000GO,"18"" ",SSD
,Thinkpad lenovo très bon état e16 ,Raho kolash f les photos ,200000,2025-04-22T14:19:22.000Z,Birkhadem,Integrée + Dédiée,Neuf jamais utilisé,Lenovo,,16 GO,,,,,
,DELL LATITUDE 3420 I5 1135G7 8GO 256GO SSD NEUF SOUS EMBALLAGE,"DELL LATITUDE 
3420
2022 
NEUF SOUS EMBALLAGE

CPU INTEL CORE I5 1135G7 2.4GHZ BOOST 4.2GHZ 8THREADS 8MO CACHE
 RAM 8GO DDR4X 3200MHZ
DISQUE 256GO SSD NVME
WIFI/BLUETOOTH/WEB CAM
USB 3.1 
GRAPHIC 
INTEL IRIS XE GRAPHIC 
ECRAN 14” FULL HD 1080P LED
ANTIREFLET IPS 
CLAVIER RETRO ECLAIRE 
WINDOWS 10 ORIGINALE


- - - - - - - - - - - - - - - - - - - - - -
MOBILE 📱 COMMERCIAL ZOHIR : 0558.61.47.21
MOBILE 📱 COMMERCIAL RABAH : 0551.67.46.36
TÉLÉPHONE ☎️ FAX : 021.71.94.78
INSTAGRAM : @protechassiba
POSSIBILITE DE FACTURATION
LIVRAISON GRATUITE SUR 58 WILAYAS
GARANTIE DE 10 MOIS + SERVICE APRES VENTE
#PROTECHASSIBA THE BEST LAPTOPS",128000,2022-11-14T14:48:06.000Z,Alger centre,,Neuf jamais utilisé,,,,,,,,
ThinkPad X1 Carbon 8th Gen 20U9002NUS,X1 Carbon 2021 8th Gen i7/16G/512SSD,"*** POUR LES PRO ***ThinkPad X1 Carbon 8th Gen 20U9002NUS 
****MODÈLE 2021

***Puissant, robuste et ultramobile !
*L'ordinateur portable Lenovo ThinkPad X1 Carbon (8e Gen) est idéal pour les professionnels qui désirent une machine à la fois légère, performante, et design. Extrêmement mobile, il conviendra à merveille à ceux qui se déplacent au quotidien. Sa conception ultra-robuste et son autonomie ultra prolongée font de lui un achat idéal pour les professionnels nomades !

****CONFIGURATION :
1-CPU: iNTEL CORE I7 10610U 1.8 GHZ UP TO 4.9GHZ VPRO (8Mo cache/10EME GENERATION )
2-MEMOIRE: RAM 16Go 
3-DISQUE DUR: 512G SSD NVMe PCIe
4-CARTE GRAPHIQUE INTEL GRAPHIQUE UHD 620 2Go MÉMOIRE
5-BATERIE (Jusqu’à 19,5 heures d’autonomie)
6-ECRAN 14"" 2560 x 1440  WQHD/IPS
7-EMPRENTE DEGITALE
8-CLAVIE RETROECLERIE 
9-WINDOWS 10 PRO 64BIT
10-Poids	1.09 kg",269000,2023-06-15T10:26:56.000Z,Bab ezzouar,Intégrée,Neuf jamais utilisé,Lenovo,10610U,16 GO,,Intel UHD Graphics 620,512GO,"14"" ",SSD
